Gene ID	Symbol	Description	Proteins	Protein Num	Peptide Num	Unique Peptide Num	Unique Strict Peptide Num	Strict Peptide Num	Area	FoT(1e-6)	iBAQ	PSMs
38	ACAT1	acetyl-CoA acetyltransferase 1	P24752	1	1	1	1	1	567783000.0	22.5406297031	21029000.0	1
39	ACAT2	acetyl-CoA acetyltransferase 2	Q9BWD1	1	3	3	3	3	55943434.7154	2.72567373678	2542883.39616	3
1636	ACE	angiotensin I converting enzyme	P12821	1	1	1	1	1	6860545.0	0.103573270987	96627.3943662	1
59272	ACE2	angiotensin I converting enzyme 2	Q9BYF1	1	3	3	3	3	51048853.0	1.36796006971	1276221.325	3
22985	ACIN1	apoptotic chromatin condensation inducer 1	Q9UKV3	1	3	3	3	3	25245499.3333	0.342534482003	319563.2827	3
47	ACLY	ATP citrate lyase	P53396	1	8	8	8	8	79817735.1392	1.25816590221	1173790.22264	8
48	ACO1	aconitase 1	P21399	1	2	2	2	2	6780995.0	0.139777575759	130403.75	2
50	ACO2	aconitase 2	Q99798	1	2	2	2	2	3171923.425	0.0790681654121	73765.6610465	2
52	ACP1	acid phosphatase 1	P24666	1	4	4	4	4	103323944.965	11.0751190399	10332394.4965	4
53	ACP2	acid phosphatase 2, lysosomal	P11117	1	1	1	1	1	5507750.0	0.245986005927	229489.583333	1
51205	ACP6	acid phosphatase 6, lysophosphatidic	Q9NPH0	1	1	1	1	1	1718204.95652	0.0800745588989	74704.563327	1
49	ACR	acrosin	P10323	1	1	1	1	1	53491.8928571	0.00220527138166	2057.38049451	1
2181	ACSL3	acyl-CoA synthetase long chain family member 3	O95573	1	1	1	1	1	1315304.8	0.0352463246511	32882.62	1
123876	ACSM2A	acyl-CoA synthetase medium chain family member 2A	Q08AH3	1	1	1	1	1	15242075.0	0.45382562768	423390.972222	1
348158	ACSM2B	acyl-CoA synthetase medium chain family member 2B	Q68CK6	1	1	1	1	1	15242075.0	0.441560070175	411947.972973	1
84532	ACSS1	acyl-CoA synthetase short chain family member 1	Q9NUB1	1	1	1	1	1	1579723.33333	0.0445599669253	41571.6666667	1
58	ACTA1	actin alpha 1, skeletal muscle	P68133	1	15	15	15	15	137795570.538	6.42177144654	5991111.76254	22
59	ACTA2	actin alpha 2, smooth muscle	P62736	1	16	16	16	16	134092586.26	6.24919900016	5830112.44608	22
60	ACTB	actin beta	P60709	1	20	20	20	20	178746341.817	8.33022534445	7771580.079	28
345651	ACTBL2	actin beta like 2	Q562R1	1	6	6	6	6	134611628.369	6.01199706121	5608817.84873	9
70	ACTC1	actin alpha cardiac muscle 1	P68032	1	16	16	16	16	144748805.472	6.7458173167	6293426.32488	24
71	ACTG1	actin gamma 1	P63261	1	20	20	20	20	178746341.817	8.33022534445	7771580.079	28
72	ACTG2	actin gamma 2, smooth muscle	P63267	1	16	16	16	16	134092586.26	6.53325350017	6095117.55727	22
87	ACTN1	actinin alpha 1	P12814	1	8	8	8	8	150283683.146	2.6407629528	2463666.93682	9
88	ACTN2	actinin alpha 2	P35609	1	1	1	1	1	179817.848485	0.00305942401287	2854.25156325	1
81	ACTN4	actinin alpha 4	O43707	1	2	2	2	2	10163507.8485	0.17292209994	161325.521405	2
10121	ACTR1A	actin related protein 1A	P61163	1	2	2	2	2	55830712.5	2.6019129205	2427422.28261	2
10120	ACTR1B	actin related protein 1B	P42025	1	1	1	1	1	6745062.5	0.314344282609	293263.586957	1
10097	ACTR2	actin related protein 2	P61160	1	2	2	2	2	107116527.857	4.9920172133	4657240.34161	2
10096	ACTR3	actin related protein 3	P61158	1	2	2	2	2	70302322.2222	3.27634221991	3056622.70531	2
57180	ACTR3B	actin related protein 3B	Q9P1U1	1	1	1	1	1	23066255.5556	1.07497084795	1002880.67633	1
653857	ACTR3C	actin related protein 3C	Q9C0K3	1	1	1	1	1	23066255.5556	2.24766631844	2096932.32323	1
95	ACY1	aminoacylase 1	Q03154	1	2	2	2	2	21972927.5	0.90586190914	845112.596154	2
9510	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	Q9UHI8	1	1	1	1	1	19435250.0	0.416646320259	388705.0	1
11093	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	Q76LX8	1	1	1	1	1	2448948.0	0.0340907269245	31804.5194805	1
103	ADAR	adenosine deaminase RNA specific	P55265	1	1	1	1	1	7365366.0	0.0999343207383	93232.4810127	1
118	ADD1	adducin 1	P35611	1	1	1	1	1	2692733.66667	0.0801748808119	74798.1574074	1
119	ADD2	adducin 2	P35612	1	1	1	1	1	33421418.3333	0.814178488152	759577.689394	1
120	ADD3	adducin 3	Q9UEY8	1	1	1	1	1	1221113.5	0.0363580812065	33919.8194444	1
577	ADGRB3	adhesion G protein-coupled receptor B3	O60242	1	1	1	1	1	952831500.0	12.6089380455	11763351.8519	1
976	ADGRE5	adhesion G protein-coupled receptor E5	P48960	1	1	1	1	1	8110720.0	0.217343592355	202768.0	1
57211	ADGRG6	adhesion G protein-coupled receptor G6	Q86SQ4	1	2	2	2	2	13881063.8462	0.247981295703	231351.064103	2
124	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	P07327	1	1	1	1	1	796021.666667	0.0406305795941	37905.7936508	1
125	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	P00325	1	1	1	1	1	796021.666667	0.0370974857163	34609.6376812	1
126	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	P00326	1	1	1	1	1	796021.666667	0.0370974857163	34609.6376812	1
128	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	P11766	1	1	1	1	1	8941915.0	0.456413693678	425805.47619	1
9370	ADIPOQ	adiponectin, C1Q and collagen domain containing	Q15848	1	3	3	3	3	40146358.6378	3.58601694478	3345529.88648	4
132	ADK	adenosine kinase	P55263	1	1	1	1	1	13188142.2222	0.589006115172	549505.925926	1
23394	ADNP	activity dependent neuroprotector homeobox	Q9H2P0	1	1	1	1	1	13880640.0	0.201059776063	187576.216216	1
83440	ADPGK	ADP dependent glucokinase	Q9BRR6	1	1	1	1	1	815811.5	0.0380197634509	35470.0652174	1
158	ADSL	adenylosuccinate lyase	P30566	1	2	2	2	2	10693265.7322	0.36973970383	344944.055879	2
165	AEBP1	AE binding protein 1	Q8IUX7	1	2	2	2	2	9525409.66667	0.182323672128	170096.60119	2
4301	AFDN	afadin, adherens junction formation factor	P55196	1	1	1	1	1	1284175.5	0.012745240884	11890.5138889	1
246269	AFG1L	AFG1 like ATPase	Q8WV93	1	1	1	1	1	34087400.0	1.30491814185	1217407.14286	1
10939	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	Q9Y4W6	1	2	2	2	2	2150515.53333	0.0419109319231	39100.2824242	2
173	AFM	afamin	P43652	1	27	27	27	27	14831181893.5	378.506981425	353123378.417	40
178	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	P35573	1	1	1	1	1	28533990.0	0.302822788587	282514.752475	1
27161	AGO2	argonaute RISC catalytic component 2	Q9UKV8	1	2	2	2	2	4045280.1	0.0788375885935	73550.5472727	2
192669	AGO3	argonaute RISC catalytic component 3	Q9H9G7	1	1	1	1	1	1216966.5	0.0241564041522	22536.4166667	1
56894	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	Q9NRZ7	1	1	1	1	1	102875.133333	0.00501227803622	4676.14242424	1
8540	AGPS	alkylglycerone phosphate synthase	O00116	1	1	1	1	1	650477.166667	0.0178778328635	16678.9017094	1
10551	AGR2	anterior gradient 2, protein disulphide isomerase family member	O95994	1	1	1	1	1	351665.0	0.034267615477	31969.5454545	1
183	AGT	angiotensinogen	P01019	1	25	25	25	25	6500611671.65	302.9519908	282635290.072	40
191	AHCY	adenosylhomocysteinase	P23526	1	6	6	6	6	74691328.8589	3.07924511909	2872743.41765	7
79026	AHNAK	AHNAK nucleoprotein	Q09666	1	4	4	4	4	42970230.6	0.166880666555	155689.241304	4
196	AHR	aryl hydrocarbon receptor	P35869	1	1	1	1	1	23316600.0	0.675477553565	630178.378378	1
197	AHSG	alpha 2-HS glycoprotein	P02765	1	16	16	16	16	10560781268.9	595.785419027	555830593.101	26
51327	AHSP	alpha hemoglobin stabilizing protein	Q9NZD4	1	2	2	2	2	12212376.6667	2.18170669265	2035396.11111	2
9049	AIP	aryl hydrocarbon receptor interacting protein	O00170	1	1	1	1	1	20217626.6667	0.942214449546	879027.246377	1
203	AK1	adenylate kinase 1	P00568	1	7	7	7	7	458460918.664	32.7611007052	30564061.2443	10
204	AK2	adenylate kinase 2	P54819	1	5	5	5	5	203812287.417	12.8507615522	11988958.0833	5
26289	AK5	adenylate kinase 5	Q9Y6K8	1	1	1	1	1	54597228.5047	1.77338928858	1654461.46984	1
9590	AKAP12	A-kinase anchoring protein 12	Q02952	1	3	3	3	3	94424126.0	1.043418813	973444.597938	3
11214	AKAP13	A-kinase anchoring protein 13	Q12802	1	1	1	1	1	763477.0	0.00552944657629	5158.62837838	1
10142	AKAP9	A-kinase anchoring protein 9	Q99996	1	2	2	2	2	55076743.0	0.210091921733	196002.644128	2
10327	AKR1A1	aldo-keto reductase family 1 member A1	P14550	1	1	1	1	1	2451994.75	0.109510488876	102166.447917	1
57016	AKR1B10	aldo-keto reductase family 1 member B10	O60218	1	1	1	1	1	1057811.66667	0.0539928784828	50371.984127	1
441282	AKR1B15	aldo-keto reductase family 1 member B15	C9JRZ8	1	1	1	1	1	1057811.66667	0.056692522407	52890.5833333	1
1645	AKR1C1	aldo-keto reductase family 1 member C1	Q04828	1	2	2	2	2	40914905.1667	1.99345433514	1859768.41667	2
8644	AKR1C3	aldo-keto reductase family 1 member C3	P42330	1	2	2	2	2	40914905.1667	1.99345433514	1859768.41667	2
1109	AKR1C4	aldo-keto reductase family 1 member C4	P17516	1	1	1	1	1	6983533.33333	0.340251425274	317433.333333	1
8574	AKR7A2	aldo-keto reductase family 7 member A2	O43488	1	1	1	1	1	93027765.0	4.9857444552	4651388.25	2
210	ALAD	aminolevulinate dehydratase	P13716	1	7	7	7	7	409987261.363	25.8504950904	24116897.7272	14
213	ALB	albumin	P02768;P02769	2	73	73	73	73	38227451225.5	460.397291149	429521923.882	112
214	ALCAM	activated leukocyte cell adhesion molecule	Q13740	1	2	2	2	2	44528935.4545	1.49155666751	1391529.23295	2
126133	ALDH16A1	aldehyde dehydrogenase 16 family member A1	Q8IZ83	1	1	1	1	1	921202.03125	0.0266870510455	24897.3521959	1
5832	ALDH18A1	aldehyde dehydrogenase 18 family member A1	P54886	1	1	1	1	1	361896.0	0.0077582041248	7237.92	1
216	ALDH1A1	aldehyde dehydrogenase 1 family member A1	P00352	1	6	6	6	6	130061479.937	5.1633593431	4817091.84953	6
10840	ALDH1L1	aldehyde dehydrogenase 1 family member L1	O75891	1	1	1	1	1	27476550.0	0.48281392758	450435.245902	1
217	ALDH2	aldehyde dehydrogenase 2 family member	P05091	1	1	1	1	1	2992748.0	0.1145670001	106883.857143	1
224	ALDH3A2	aldehyde dehydrogenase 3 family member A2	P51648	1	1	1	1	1	46682205.0	2.0015146638	1867288.2	1
8659	ALDH4A1	aldehyde dehydrogenase 4 family member A1	P30038	1	1	1	1	1	1721294.33333	0.0473083668069	44135.7521368	1
7915	ALDH5A1	aldehyde dehydrogenase 5 family member A1	P51649	1	1	1	1	1	837833.333333	0.0309675651843	28890.8045977	1
501	ALDH7A1	aldehyde dehydrogenase 7 family member A1	P49419	1	1	1	1	1	11731483.3333	0.419159290638	391049.444444	1
223	ALDH9A1	aldehyde dehydrogenase 9 family member A1	P49189	1	1	1	1	1	7470746.41509	0.276129890493	257611.945348	2
226	ALDOA	aldolase, fructose-bisphosphate A	P00883;P04075	2	21	21	21	21	273026104.683	6.36200146477	5935350.1018	29
229	ALDOB	aldolase, fructose-bisphosphate B	P05062	1	2	2	2	2	12434647.5591	0.666424428453	621732.377957	2
230	ALDOC	aldolase, fructose-bisphosphate C	P09972	1	1	1	1	1	18749856.2152	0.873811043408	815211.13979	2
249	ALPL	alkaline phosphatase, biomineralization associated	P05186	1	2	2	2	2	382125300.0	13.6531217009	12737510.0	2
10189	ALYREF	Aly/REF export factor	Q86V81	1	1	1	1	1	1408732.85714	0.100666462769	93915.5238095	1
259	AMBP	alpha-1-microglobulin/bikunin precursor	P02760	1	8	8	8	8	3572456380.11	212.736423232	198469798.895	15
219287	AMER2	APC membrane recruitment protein 2	Q8N7J2	1	1	1	1	1	356245.5	0.00954633826964	8906.1375	1
271	AMPD2	adenosine monophosphate deaminase 2	Q01433	1	1	1	1	1	1010088.5	0.0212293488691	19805.6568627	1
273	AMPH	amphiphysin	P49418	1	1	1	1	1	11442100.0	0.350416960423	326917.142857	1
276	AMY1A	amylase alpha 1A	P04745	1	2	2	2	2	441976.511111	0.0157915717571	14732.5503704	2
279	AMY2A	amylase alpha 2A	P04746	1	2	2	2	2	441976.511111	0.0163361087143	15240.5693487	2
280	AMY2B	amylase alpha 2B	P19961	1	2	2	2	2	441976.511111	0.0163361087143	15240.5693487	2
64682	ANAPC1	anaphase promoting complex subunit 1	Q9H1A4	1	1	1	1	1	20415280.0	0.206441449124	192596.981132	1
51434	ANAPC7	anaphase promoting complex subunit 7	Q9UJX3	1	1	1	1	1	830159.0	0.0261715706513	24416.4411765	1
283	ANG	angiogenin	P03950	1	1	1	1	1	670851.239286	0.0653703732533	60986.4762987	2
27329	ANGPTL3	angiopoietin like 3	Q9Y5C1	1	1	1	1	1	808837.0	0.0321103226182	29956.9259259	1
51129	ANGPTL4	angiopoietin like 4	Q9BY76	1	1	1	1	1	34865300.0	1.77959646834	1660252.38095	1
286	ANK1	ankyrin 1	P16157	1	11	11	11	11	194629838.006	1.93167068566	1802128.12969	11
287	ANK2	ankyrin 2	Q01484	1	1	1	1	1	8950288.88889	0.0401408510344	37448.9074849	1
288	ANK3	ankyrin 3	Q12955	1	1	1	1	1	8950288.88889	0.0347596499899	32428.5829308	1
51479	ANKFY1	ankyrin repeat and FYVE domain containing 1	Q9P2R3	1	2	2	2	2	11087038.0952	0.180060738784	167985.425685	2
8125	ANP32A	acidic nuclear phosphoprotein 32 family member A	P39687	1	1	1	1	1	122046500.0	10.901631727	10170541.6667	1
10541	ANP32B	acidic nuclear phosphoprotein 32 family member B	Q92688	1	1	1	1	1	122046500.0	10.901631727	10170541.6667	1
290	ANPEP	alanyl aminopeptidase, membrane	P15144	1	12	12	12	12	117324306.847	2.28650803074	2133169.2154	12
118429	ANTXR2	ANTXR cell adhesion molecule 2	P58335	1	1	1	1	1	4728145.0	0.181000668511	168862.321429	1
301	ANXA1	annexin A1	P04083	1	4	4	4	4	21043862.2149	1.07412191715	1002088.6769	4
302	ANXA2	annexin A2	P07355	1	3	3	3	3	3449185.07143	0.154046799405	143716.044643	3
304	ANXA2P2	annexin A2 pseudogene 2	A6NMY6	1	2	2	2	2	2595186.57143	0.120945070714	112834.198758	2
306	ANXA3	annexin A3	P12429	1	1	1	1	1	2475218.0	0.110547680926	103134.083333	1
307	ANXA4	annexin A4	P09525	1	1	1	1	1	11212350.0	0.52253602055	487493.478261	1
309	ANXA6	annexin A6	P08133	1	2	2	2	2	395830709.218	8.31929897143	7761386.45525	2
310	ANXA7	annexin A7	P20073	1	1	1	1	1	126882.0	0.00566677797721	5286.75	1
26	AOC1	amine oxidase copper containing 1	P19801	1	1	1	1	1	15197360.0	0.417687008812	389675.897436	1
314	AOC2	amine oxidase copper containing 2	O75106	1	1	1	1	1	229717.565217	0.00703515359586	6563.35900621	1
8639	AOC3	amine oxidase copper containing 3	Q16853	1	3	3	3	3	9744782.56522	0.267827377992	249866.219621	3
316	AOX1	aldehyde oxidase 1	Q06278	1	2	2	2	2	3408817.83333	0.044559197871	41570.949187	2
162	AP1B1	adaptor related protein complex 1 subunit beta 1	Q10567	1	2	2	2	2	124882603.333	2.57422215301	2401588.52564	2
8907	AP1M1	adaptor related protein complex 1 subunit mu 1	Q9BXS5	1	1	1	1	1	100525500.0	3.71557188057	3466396.55172	1
10053	AP1M2	adaptor related protein complex 1 subunit mu 2	Q9Y6Q5	1	1	1	1	1	100525500.0	3.59171948455	3350850.0	1
160	AP2A1	adaptor related protein complex 2 subunit alpha 1	O95782	1	2	2	2	2	8603937.0	0.148748623564	138773.177419	2
161	AP2A2	adaptor related protein complex 2 subunit alpha 2	O94973	1	1	1	1	1	6217275.0	0.114899862044	107194.396552	1
1173	AP2M1	adaptor related protein complex 2 subunit mu 1	Q96CW1	1	1	1	1	1	810135.666667	0.0299438182602	27935.7126437	1
8546	AP3B1	adaptor related protein complex 3 subunit beta 1	O00203	1	1	1	1	1	6309230.0	0.100936671776	94167.6119403	1
8943	AP3D1	adaptor related protein complex 3 subunit delta 1	O14617	1	1	1	1	1	1676130.0	0.0289776680622	27034.3548387	1
317	APAF1	apoptotic peptidase activating factor 1	O14727	1	1	1	1	1	10690557.5	0.152787038805	142540.766667	1
325	APCS	amyloid P component, serum	P02743	1	14	14	14	14	5403722876.97	482.679935596	450310239.748	18
327	APEH	acylaminoacyl-peptide hydrolase	P13798	1	5	5	5	5	427253870.377	12.377464944	11547401.9021	6
8539	API5	apoptosis inhibitor 5	Q9BZZ5	1	1	1	1	1	1440928.0	0.0441287534585	41169.3714286	1
333	APLP1	amyloid beta precursor like protein 1	P51693	1	2	2	2	2	5589643.3	0.153626774012	143324.187179	2
57136	APMAP	adipocyte plasma membrane associated protein	Q9HDC9	1	6	6	6	6	109578344.089	4.69820700476	4383133.76354	6
335	APOA1	apolipoprotein A1	P02647	1	44	44	44	44	71140626560.0	3631.16358619	3387648883.81	68
336	APOA2	apolipoprotein A2	P02652	1	18	18	18	18	2912191818.82	624.305838721	582438363.764	25
337	APOA4	apolipoprotein A4	P06727	1	47	47	47	47	15200823064.7	581.910905149	542886538.024	69
338	APOB	apolipoprotein B	P04114	1	295	295	295	295	1.59685229828e+11	568.650827641	530515713.713	469
341	APOC1	apolipoprotein C1	P02654	1	5	5	5	5	4173348262.5	1118.33536791	1043337065.62	7
344	APOC2	apolipoprotein C2	P02655	1	5	5	5	5	2564657108.41	549.802522193	512931421.681	8
345	APOC3	apolipoprotein C3	P02656	1	8	8	8	8	4361727850.6	779.210394741	726954641.767	10
346	APOC4	apolipoprotein C4	P55056	1	4	4	4	4	857484099.485	114.89033931	107185512.436	8
347	APOD	apolipoprotein D	P05090	1	5	5	5	5	1686510719.36	164.340212501	153319156.306	6
348	APOE	apolipoprotein E	P02649	1	22	22	22	22	4868579611.79	208.741928212	194743184.472	32
319	APOF	apolipoprotein F	Q13790	1	2	2	2	2	73597173.0375	4.93047287268	4599823.31484	3
350	APOH	apolipoprotein H	P02749	1	14	14	14	14	288777965.18	16.2913800229	15198840.2726	17
8542	APOL1	apolipoprotein L1	O14791	1	12	12	12	12	461115173.541	23.5362648344	21957865.4067	18
55937	APOM	apolipoprotein M	O95445	1	5	5	5	5	388492215.863	32.0321723491	29884016.6048	7
351	APP	amyloid beta precursor protein	P05067	1	2	2	2	2	228057576.511	5.43224582256	5067946.14469	2
361	AQP4	aquaporin 4	P55087	1	1	1	1	1	9424595.0	0.841838675149	785382.916667	1
9716	AQR	aquarius intron-binding spliceosomal factor	O60306	1	1	1	1	1	78527580.0	0.990263363064	923853.882353	1
372	ARCN1	archain 1	P48444	1	2	2	2	2	12242274.5	0.423299585101	394912.080645	2
375	ARF1	ADP ribosylation factor 1	P84077	1	2	2	2	2	4243984.13333	0.379087905651	353665.344444	2
377	ARF3	ADP ribosylation factor 3	P61204	1	2	2	2	2	4243984.13333	0.379087905651	353665.344444	2
378	ARF4	ADP ribosylation factor 4	P18085	1	3	3	3	3	137229367.467	11.3149107513	10556105.1897	3
381	ARF5	ADP ribosylation factor 5	P84085	1	3	3	3	3	6548554.13333	0.539944961756	503734.933333	3
10565	ARFGEF1	ADP ribosylation factor guanine nucleotide exchange factor 1	Q9Y6D6	1	1	1	1	1	33975940.0	0.340357344688	317532.149533	1
383	ARG1	arginase 1	P05089	1	2	2	2	2	5998642.71429	0.33841282876	315718.037594	2
55114	ARHGAP17	Rho GTPase activating protein 17	Q68EM7	1	1	1	1	1	32469381.8182	0.790985946087	737940.495868	1
9938	ARHGAP25	Rho GTPase activating protein 25	P42331	1	1	1	1	1	29025411.1111	0.691374391803	645009.135802	1
393	ARHGAP4	Rho GTPase activating protein 4	P98171	1	1	1	1	1	171043500.0	3.5948752345	3353794.11765	1
23526	ARHGAP45	Rho GTPase activating protein 45	Q92619	1	1	1	1	1	1024563.57143	0.0192668838028	17974.7994987	1
396	ARHGDIA	Rho GDP dissociation inhibitor alpha	P52565	1	5	5	5	5	211634742.156	16.2034073872	15116767.2969	6
397	ARHGDIB	Rho GDP dissociation inhibitor beta	P52566	1	3	3	3	3	15049403.4934	1.07541341765	1003293.56623	4
9826	ARHGEF11	Rho guanine nucleotide exchange factor 11	O15085	1	1	1	1	1	53574800.0	0.667743287076	622962.790698	1
23365	ARHGEF12	Rho guanine nucleotide exchange factor 12	Q9NZN5	1	1	1	1	1	25430866.6667	0.302876846557	282565.185185	1
27237	ARHGEF16	Rho guanine nucleotide exchange factor 16	Q5VV41	1	1	1	1	1	19505200.0	0.536084467584	500133.333333	1
25820	ARIH1	ariadne RBR E3 ubiquitin protein ligase 1	Q9Y4X5	1	1	1	1	1	9651506.66667	0.34484289608	321716.888889	1
403	ARL3	ADP ribosylation factor like GTPase 3	P36405	1	1	1	1	1	107896750.0	9.63772523624	8991395.83333	1
51309	ARMCX1	armadillo repeat containing X-linked 1	Q9P291	1	1	1	1	1	87187800.0	3.33768318992	3113850.0	1
10095	ARPC1B	actin related protein 2/3 complex subunit 1B	O15143	1	1	1	1	1	59422866.6667	3.18471832571	2971143.33333	1
10109	ARPC2	actin related protein 2/3 complex subunit 2	O15144	1	2	2	2	2	6003503.5	0.279784953934	261021.891304	2
408	ARRB1	arrestin beta 1	P49407	1	1	1	1	1	2922830.0	0.142406003647	132855.909091	1
419	ART3	ADP-ribosyltransferase 3	Q13508	1	1	1	1	1	323896.0	0.0144657770189	13495.6666667	1
55616	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	Q8TDY4	1	1	1	1	1	10642450.0	0.247988310742	231357.608696	1
10973	ASCC3	activating signal cointegrator 1 complex subunit 3	Q8N3C0	1	1	1	1	1	49550433.3333	0.39636023934	369779.353234	1
435	ASL	argininosuccinate lyase	P04424	1	2	2	2	2	3800546.75	0.145490779673	135733.8125	2
8623	ASMTL	acetylserotonin O-methyltransferase like	O95671	1	2	2	2	2	6516046.25	0.199555424345	186172.75	2
444	ASPH	aspartate beta-hydroxylase	Q12797	1	1	1	1	1	7791600.0	0.203699618523	190039.02439	1
80150	ASRGL1	asparaginase and isoaspartyl peptidase 1	Q7L266	1	1	1	1	1	9813725.0	0.701277731491	654248.333333	1
84896	ATAD1	ATPase family AAA domain containing 1	Q8NBU5	1	1	1	1	1	10992605.5172	0.561085146444	523457.405583	1
55210	ATAD3A	ATPase family AAA domain containing 3A	Q9NVI7	1	1	1	1	1	3043308333.33	72.4904615467	67629074.0741	1
83858	ATAD3B	ATPase family AAA domain containing 3B	Q5T9A4	1	1	1	1	1	3043308333.33	74.1379720364	69166098.4848	1
79065	ATG9A	autophagy related 9A	Q7Z3C6	1	1	1	1	1	2055750.0	0.0449698710644	41954.0816327	1
471	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	P31939	1	5	5	5	5	35693557.1261	1.03403569326	964690.733138	5
25923	ATL3	atlastin GTPase 3	Q6DD88	1	3	3	3	3	81282190.2	2.81048406387	2622006.13548	3
472	ATM	ATM serine/threonine kinase	Q13315	1	1	1	1	1	26689650.0	0.145960126384	136171.683673	1
23200	ATP11B	ATPase phospholipid transporting 11B (putative)	Q9Y2G3	1	1	1	1	1	13416216.6667	0.22469712354	209628.385417	1
479	ATP12A	ATPase H+/K+ transporting non-gastric alpha2 subunit	P54707	1	1	1	1	1	15258401.3101	0.281986594695	263075.884657	2
476	ATP1A1	ATPase Na+/K+ transporting subunit alpha 1	P05023	1	5	5	5	5	28496313.4629	0.545441371498	508862.740408	6
477	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2	P50993	1	4	4	4	4	27538335.7962	0.491964612219	458972.26327	5
478	ATP1A3	ATPase Na+/K+ transporting subunit alpha 3	P13637	1	4	4	4	4	27538335.7962	0.54662734691	509969.181411	5
480	ATP1A4	ATPase Na+/K+ transporting subunit alpha 4	Q13733	1	3	3	3	3	17510164.8101	0.329278065482	307195.873861	4
